41,22,0.4,0.1,0.1,0.1,0.5238095238095238,85
42,20,0.4,0.2,0.1,0.1,0.8049999999999997,401
43,18,0.4,0.30000000000000004,0.1,0.1,0.7981651376146793,328
44,16,0.4,0.4,0.1,0.1,0.7142857142857144,29
45,14,0.4,0.5,0.1,0.1,0.5,1
46,11,0.4,0.6000000000000001,0.1,0.1,0.5,1
47,9,0.4,0.7000000000000001,0.1,0.1,0.5,1
48,7,0.4,0.8,0.1,0.1,0.5,1
49,6,0.4,0.9,0.1,0.1,0.5,1
50,25,0.5,0.0,0.1,0.1,0.5428571428571429,36
51,23,0.5,0.1,0.1,0.1,0.7228381374722839,452
52,21,0.5,0.2,0.1,0.1,0.7684210526315787,191
53,19,0.5,0.30000000000000004,0.1,0.1,0.5,5
54,17,0.5,0.4,0.1,0.1,0.0,2
55,15,0.5,0.5,0.1,0.1,0.5,1
56,12,0.5,0.6000000000000001,0.1,0.1,0.5,1
57,10,0.5,0.7000000000000001,0.1,0.1,0.5,1
58,9,0.5,0.8,0.1,0.1,0.5,1
59,7,0.5,0.9,0.1,0.1,0.5,1
60,26,0.6000000000000001,0.0,0.1,0.1,0.7297297297297298,260
61,24,0.6000000000000001,0.1,0.1,0.1,0.5,1
62,22,0.6000000000000001,0.2,0.1,0.1,0.75,5
63,20,0.6000000000000001,0.30000000000000004,0.1,0.1,0.5,1
64,18,0.6000000000000001,0.4,0.1,0.1,0.5,1
65,16,0.6000000000000001,0.5,0.1,0.1,0.5,1
66,14,0.6000000000000001,0.6000000000000001,0.1,0.1,0.5,1
67,12,0.6000000000000001,0.7000000000000001,0.1,0.1,0.5,1
68,10,0.6000000000000001,0.8,0.1,0.1,0.5,1
69,8,0.6000000000000001,0.9,0.1,0.1,0.5,1
70,27,0.7000000000000001,0.0,0.1,0.1,0.6478873239436618,143
71,25,0.7000000000000001,0.1,0.1,0.1,0.0,3
72,23,0.7000000000000001,0.2,0.1,0.1,0.5,1
73,21,0.7000000000000001,0.30000000000000004,0.1,0.1,0.5,1
74,19,0.7000000000000001,0.4,0.1,0.1,0.5,1
75,17,0.7000000000000001,0.5,0.1,0.1,0.5,1
76,15,0.7000000000000001,0.6000000000000001,0.1,0.1,0.5,1
77,13,0.7000000000000001,0.7000000000000001,0.1,0.1,0.5,1
78,11,0.7000000000000001,0.8,0.1,0.1,0.5,1
79,9,0.7000000000000001,0.9,0.1,0.1,0.5,1
80,28,0.8,0.0,0.1,0.1,0.5675675675675675,38
81,26,0.8,0.1,0.1,0.1,0.33333333333333337,4
82,24,0.8,0.2,0.1,0.1,0.5,1
83,22,0.8,0.30000000000000004,0.1,0.1,0.5,1
84,20,0.8,0.4,0.1,0.1,0.5,1
85,18,0.8,0.5,0.1,0.1,0.5,1
86,15,0.8,0.6000000000000001,0.1,0.1,0.5,1
87,13,0.8,0.7000000000000001,0.1,0.1,0.5,1
88,12,0.8,0.8,0.1,0.1,0.5,1
89,10,0.8,0.9,0.1,0.1,0.5,1
90,29,0.9,0.0,0.1,0.1,0.6896551724137931,30
91,27,0.9,0.1,0.1,0.1,0.5,1
92,25,0.9,0.2,0.1,0.1,0.5,1
93,23,0.9,0.30000000000000004,0.1,0.1,0.5,1
94,21,0.9,0.4,0.1,0.1,0.5,1
95,19,0.9,0.5,0.1,0.1,0.5,1
96,17,0.9,0.6000000000000001,0.1,0.1,0.5,1
97,14,0.9,0.7000000000000001,0.1,0.1,0.5,1
98,13,0.9,0.8,0.1,0.1,0.5,1
99,11,0.9,0.9,0.1,0.1,0.5,1
